video_id,title,title_len,desc_len,emoji_count,tag_count,published_hour,views,likes,comments,view_like_ratio,channel_subs,has_caption,definition,topic_categories,url
c8bF-zVaco0,bahan nahin khaegi noodles#cooking #food #recipe #vlog #vlogger #lifestyle #shorts,82,82,7,0,13,68921,0,32,0.0,410,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/c8bF-zVaco0
lFsyhDBs7FY,Homemade Pad See Ew That's Actually Authentic #thaifood #easyrecipe,67,67,3,0,0,4623,100,12,2.16,307000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/lFsyhDBs7FY
7GDgajHFZc4,Patidev ne aj kuch special banaya #shortsvideo #cooking #recipe #viralrecipes,77,0,4,0,10,18188,224,6,1.23,5030,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7GDgajHFZc4
egYXwkGAjXA,Palak Pakoda Ka New Recipe yummy 🤤 #shorts,42,42,2,8,17,93019,2464,12,2.65,5220,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/egYXwkGAjXA
9rTKALzd5yQ,#shorts Desi Tricks for TIRANGE Puri #recipe #indianfood #cooking #homemakersangitasingh,88,227,5,10,2,19221,126,1,0.66,6140,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9rTKALzd5yQ
nS71QFtvrMY,Time to make a Sangwheech 😁🍷🇮🇹💙🤌🏻 Great Job guys! God bless #food #foryou #youtube #love,88,0,12,0,3,47582,1206,0,2.53,116000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/nS71QFtvrMY
G3jDGow9RwY,Ghar par banaye coconut oil 🥥🫡 #shorts #shortsfeed #coconutoil #recipe #viralvideo,82,155,7,4,10,11386,0,2,0.0,9080,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/G3jDGow9RwY
ZJVtiQ2GRGQ,Make your own condensed cream of mushroom soup 🥣 #howto #cookingtutorial #recipe #cooking,89,654,5,10,2,2508,12,0,0.48,1210,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZJVtiQ2GRGQ
WbFh26BKvQ8,Tasty & healthy dinner recipes for babies/baby food in tamil/aval recipes for babies,84,249,3,0,15,14535,413,3,2.84,201000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/WbFh26BKvQ8
c-N-DQUGKCY,Appe Recipe #shorts #viralvideo #recipe #cooking #sangitascookingcorner,71,189,5,17,10,7934,29,0,0.37,22700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/c-N-DQUGKCY
Ry6QZGQfa-0,Evening snacks 🤤🤤#food #recipe #youtubeshorts,45,45,5,4,10,3314,74,0,2.23,1220,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Ry6QZGQfa-0
o7UeUVPwJn4,Part - 2 | Dev or Pari ki kahani 🧚‍♀️|#shorts #youtubeshorts #cooking #food #recipe,83,161,12,1,11,17675,229,3,1.3,17100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o7UeUVPwJn4
B-MigbWUeJI,Hot Cappuccino Coffee Recipe #shorts #viral #recipe,51,0,3,0,12,4139,44,1,1.06,1140,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/B-MigbWUeJI
K1YZbu-xikg,Simple Chicken Pulao 😋#shorts #food #recipe #chikenpulao #cooking #ramdanspecial,80,80,7,20,11,8635,172,0,1.99,14900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/K1YZbu-xikg
EpnjhLzz7Oc,Dhaba style mater paneer😍#ytshorts #paneer #recipe #mater,57,31,5,6,6,25280,697,9,2.76,109000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/EpnjhLzz7Oc
CLlEbAmxgf8,Easiest Snacks recipe || #shorts #food #recipe #cooking #viralshorts #ytshorts,78,0,8,0,13,14877,249,2,1.67,6590,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/CLlEbAmxgf8
NZXLTUGk9WM,Full Punjabi Chola Puri Thali 🤤 #shortfeed #shorts #minikitchen #cholapuri #recipe,82,576,6,31,10,4571,0,2,0.0,490,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NZXLTUGk9WM
ggmP8uPM3jA,Tiranga pulao #trending #food #recipe #cooking #easyrecipe #uzmakakitchen #viral #trends #new,93,506,9,19,13,3039,97,0,3.19,673,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ggmP8uPM3jA
6JlyU1o5vZA,Pahli bar dhokala banaya🧀😍#shots #trending #cooking #food #recipe #shortsfeed #ashortaday,89,0,9,3,12,26215,1630,20,6.22,139000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6JlyU1o5vZA
qCi1PcwrFcI,Crispy Potato Triangle Snacks 🥵😍#shorts #ytshorts #youtubeshorts,64,181,5,4,2,210390,1194,1,0.57,938000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qCi1PcwrFcI
UDXMGECSwiU,Boil Egg |Boil Egg Fry |Anda Boil Fry |Anda boil recipe #cooking #shorts #egg #food #recipe,91,774,8,32,10,3967,10,0,0.25,1380,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/UDXMGECSwiU
0LHwhdhrn_4,#cooking #recipe #chicken #trending #surmakitchen #youtubeshorts #shorts,72,0,7,0,18,1100,11,0,1.0,19600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/0LHwhdhrn_4
6zbeKTz8saM,School ke bahar milne wale samosa #samosa #minisamosa #recipe #foodshorts #shorts #easyrecipe #food,99,0,7,0,12,4664,0,8,0.0,964,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6zbeKTz8saM
ZYvdT1RCru8,Homemade Pizza Recipe 🍕  | #pizza #pizzalover #recipe #food #cooking #shorts #youtubeshorts,91,0,9,11,15,3971,44,6,1.11,1240,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZYvdT1RCru8
G8fLDvFLyFo,Let me know if you need the recipe💪 Kalo🥪 #funny #funnymeme #sibling #family #viral #funniestvideo,98,0,8,0,4,68479,1393,55,2.03,1150000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/G8fLDvFLyFo
ip-fEZCV_vc,power of health💪veetukararuga கேட்ட yellow tea☕️ |#rubistyle #minivlog #shorts,78,217,9,28,14,438261,6808,40,1.55,1770000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ip-fEZCV_vc
ZV5XSAjX2XM,#cake #recipe #reels #ytshorts #video #viral #shorts #trending,62,0,8,0,11,4741,181,8,3.82,33000,0,hd,"Food,Hobby,Lifestyle",https://www.youtube.com/shorts/ZV5XSAjX2XM
Jdx2_ihhgMg,Chef Ravi Michael Favorite Sabji Garam Masala Recipe #shorts #ytshorts #trendingshorts #garammasala,99,459,4,15,6,136007,0,3,0.0,15200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Jdx2_ihhgMg
VDVMVrAB5_k,Crispy Samosa Chaat 🤪#shorts #recipe #viralvideo #samosachaat #youtubeshorts 👀😋,79,187,8,0,6,4585,101,8,2.2,2440,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/VDVMVrAB5_k
ZgnE6KaXBkg,weight gain recipe for babies makhana kheer for baby Baby food recipe #weightgainrecipe #babyfood,97,0,2,0,7,32862,607,3,1.85,13600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZgnE6KaXBkg
HlmLTYx_-sY,First Ever Crafting Recipe,26,27,0,2,18,215079,2446,23,1.14,6520,0,hd,"Action-adventure game,Video game culture",https://www.youtube.com/shorts/HlmLTYx_-sY
oC0HyMsF2ew,ମଣ୍ଡା ପିଠା Recipe 😋#ytshorts #cooking #recipe #viralshorts @PUJASHANKARLOVELIFE,79,74,10,2,6,130833,4463,14,3.41,57900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/oC0HyMsF2ew
btSO2I7u5Ec,Naina Ne Aaj burger banaen 🤤🥰#foods#recipe#cooking#shorts,57,0,6,0,12,39409,1465,27,3.72,3230,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/btSO2I7u5Ec
i34OOiH8fgI,#motivation #jayakishoribhajan #shortsfeed #quotes,50,3875,4,0,0,210184,102,1,0.05,13800,0,hd,Lifestyle,https://www.youtube.com/shorts/i34OOiH8fgI
SUJ9B4-XHfE,"🍰 1 kg Flour, Recipe Needs 500g – How Many Recipes? #shorts #iqvistax",69,886,5,23,12,16950,208,4,1.23,7530,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SUJ9B4-XHfE
gcGACAlxSOY,Cheesy Flatbread Delight: Traditional Recipe,44,311,1,6,14,13573,196,1,1.44,185000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gcGACAlxSOY
jT0mJNMrb30,Crispy Paneer Popcorn 🔥 | 5 minutes Snacks #shorts #paneer #viral #recipe #trending #easysnacks,95,773,8,23,12,4835,0,18,0.0,350,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jT0mJNMrb30
2CvQqn_0Urw,Tricolour New Malasa Puri #recipe #food #shorts #cooking #tiranga,65,225,5,9,13,6509,32,7,0.49,6140,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2CvQqn_0Urw
wReLYPQlrvA,Most #viral #sandwich #recipe #republicday #reels #shortsfeed #treneing #explore #food,86,3358,9,45,6,26365,405,17,1.54,20700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/wReLYPQlrvA
WvqDxe6069M,Juicy Beef Tortilla Kebab Skewers (Easy Grill Recipe) #easycookingwithdanielv #cooking #steakkebabs,99,825,5,0,21,21010,356,6,1.69,43900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/WvqDxe6069M
7xrj1HkiNJg,Simple ingredients. Easy and yummy pie recipes. How to make pie at home without oven. Simple dinner,99,412,0,0,3,31528,523,3,1.66,115000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7xrj1HkiNJg
tTijQwHLRgg,Easy Mini Cheesesteak Recipe #delicious #cheesesteak #quick #recipe,67,65,4,3,23,15276,139,4,0.91,203000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tTijQwHLRgg
ILIr-B4kTow,Healthy & Crunchy Chocolate Granola😍 #granola #easyrecipes #healthysnack,72,1099,5,0,21,92389,2735,29,2.96,1060000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ILIr-B4kTow
c2eDnHLzPLg,Lazy breakfast #easyrecipes,27,0,1,0,7,27635,153,1,0.55,3370,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/c2eDnHLzPLg
gM2XtY7iLBA,Easy Healthy Dessert You’ll Love 🤩🍫 #recipe #healthyfood,56,754,5,4,21,42715,759,6,1.78,37400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gM2XtY7iLBA
SO5T_glIaKM,Chicken Biryani for Potluck | Easy Chicken Biryani #shorts #ytshorts #food #recipe #biryani,91,405,6,0,1,14325,268,4,1.87,1740,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SO5T_glIaKM
LiVDGKAYZEc,Easy French Dip Sliders Recipe,30,1173,0,0,17,11442,0,4,0.0,85000,1,hd,"Food,Lifestyle",https://www.youtube.com/shorts/LiVDGKAYZEc
8dDiYz1EMoc,Easy Stuffed Zucchini Recipe 😋,30,305,1,0,19,2185,16,0,0.73,2560,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8dDiYz1EMoc
DVunM_mx0_A,More people should be making stuffed sweet potatos #healthydinner #easyrecipes #easydinner,90,91,3,0,20,6533,60,2,0.92,22200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DVunM_mx0_A
Ggh7zVY1SUw,"Behind the Apron: Long Nights, Early Mornings, and a Chef’s Life",64,704,2,0,13,10,0,0,0.0,202,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Ggh7zVY1SUw
7KZZDFOM8Aw,Simple Life Hacks with Eggs🥚🍳Flowers for Breakfast🌸,51,1062,3,0,11,75396,1067,0,1.42,213000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7KZZDFOM8Aw
cSs22uV2viA,“Chef life glamorous nahi… ye struggle + passion ka combo hai 🔥👨‍🍳”#ChefLife #HotelChef #KitchenReal,100,272,11,0,7,6,0,0,0.0,13,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/cSs22uV2viA
oREgc_rY-jw,One more reason to be nice to your server (co-write w @andrea.kelley) #serverlife #cheflife,91,0,6,0,10,8281,151,0,1.82,50600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/oREgc_rY-jw
i5c5itgTt7k,🇳🇵🔪👨‍🍳#chef #life #new #garnishing #highlights #my #you #tube #channel #subscribe please,88,0,16,0,10,5232,21,0,0.4,202,0,hd,Lifestyle,https://www.youtube.com/shorts/i5c5itgTt7k
kiq_KIOxE9M,#my #life# is #chef# life# 🧑‍🍳# #restaurant #laif #reality# of# #the# best #life# and# vairal short,99,88,20,0,6,1005,8,0,0.8,11,0,hd,Lifestyle,https://www.youtube.com/shorts/kiq_KIOxE9M
ME3EogwjJtU,Chef life vs other life 😂 funny shorts video #funny #trending #shorts #waqasofficial77,86,1636,5,0,13,1031,14,5,1.36,154,0,hd,"Entertainment,Humour",https://www.youtube.com/shorts/ME3EogwjJtU
6zMZPfF3yUU,#chef #food #cheflife #chefspecial #sorts #socialmediamarketing #hospitality ,77,72,7,0,17,33,4,0,12.12,150,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6zMZPfF3yUU
Xhk96_MyEIc,“Cold-Weather Chili Beans Done Right 🔥 | H-E-B Chicken Broth”,61,544,7,10,23,475,3,0,0.63,23400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Xhk96_MyEIc
L_sPA-M_SCg,chef life🔪💀 # food # ytshorts,29,0,4,0,15,3188,19,1,0.6,4460,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/L_sPA-M_SCg
iWMZi1mKsmI,Luca Made A Dish Inspired By Love Of His Life | Masterchef,58,415,1,0,16,427590,14946,54,3.5,7550,0,hd,"Entertainment,Food,Television program",https://www.youtube.com/shorts/iWMZi1mKsmI
dH6A6HivkWQ,chef life 👨‍🍳🧬#cooking #trending #video #food #video,52,0,9,0,4,1091,28,0,2.57,203,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/dH6A6HivkWQ
vRaPS4NVowM,bus 1 million #chef #reels #video #motivation Chef Life 🙏👍🧑‍🍳👨‍🍳💔#venomstudiomusic Chef emotional 😞,99,0,15,0,16,695,8,0,1.15,28,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/vRaPS4NVowM
RcgmbmE3CrU,Master chef life 🧑‍🍳 chef  style #shorts #viral,47,0,5,0,6,1056,8,0,0.76,8,0,hd,Lifestyle,https://www.youtube.com/shorts/RcgmbmE3CrU
TZU6Z6rf9PU,Tendernizm #subscribe #food #hibachi #catering #cooking #fypシ #seafood #chicken #grilled #cheflife,98,0,10,0,12,3743,37,1,0.99,37400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/TZU6Z6rf9PU
vskfzIxxtv0,Tondoor ka set karna tarika #food #resturent #hotel #funny #cheflife #shorts #shirtsong #trending,97,0,8,0,20,42,0,0,0.0,10200,0,hd,Lifestyle,https://www.youtube.com/shorts/vskfzIxxtv0
EHVAg3zbtAU,hotel management #chef#life##makethisasiyanfood,47,27,4,0,12,483,6,0,1.24,17,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/EHVAg3zbtAU
NRP8vZsRcXc,keprek Smashed Chicken ashin  food  There is great food chef life,65,0,0,0,18,2883,19,3,0.66,22,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NRP8vZsRcXc
H4e-JbiX1EE,hotel line cooking video chef life #youtubeshorts #food #viral #shorts #foryou #youtube 😱📌 Best,95,140,8,0,20,996,10,0,1.0,73,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/H4e-JbiX1EE
9D9PetF1Sh0,When croissant meets pistachio magic    #pistachio #pistachiokunafa #pistachiochocolate #cheflife,97,0,4,0,14,288,9,2,3.12,7700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9D9PetF1Sh0
mqm3ZY0NDo0,"Macro-Friendly, High Protein Honey Sriracha Chicken Fried Rice #shorts",70,2154,2,0,18,118756,3273,52,2.76,249000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mqm3ZY0NDo0
pObP5sALang,A day in the life of a open fire chef 😊🙌 #campfirecooking #openfirecooking #wildkitchen #cooking,96,0,6,0,23,6297,81,2,1.29,10000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pObP5sALang
vompRJqa8TQ,“From Market to Kitchen: My Everyday Chef Life”,47,0,3,0,9,2,1,0,50.0,6,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/vompRJqa8TQ
kGRxD2UXVRU,"Taste, style, swag 🔥Chef Cadmus cooking magic ChefCadmus#ChefLife#CookingReels#FoodReels#foodie",95,0,5,0,8,1397,8,0,0.57,3560,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/kGRxD2UXVRU
z5FSIM9QSjU,#chef #life #happy #chinesefood #like #subscribe #comment,57,0,7,0,18,90,3,0,3.33,200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/z5FSIM9QSjU
qDsV5qMV8SI,chef life in dubai #tower #vlog #burjkhalifa 🇦🇪🇦🇪🇦🇪 and plese subscribe,71,0,9,0,6,72,2,0,2.78,99,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qDsV5qMV8SI
WKePZpJ6mf4,tiranga naan kaise banaye #viral #shorts #tending #shortsfeed #video #chef #cheflife #hotel,91,0,8,0,13,1061,4,0,0.38,3150,0,hd,"Food,Lifestyle,Music of Asia",https://www.youtube.com/shorts/WKePZpJ6mf4
iz6QYWVySLY,chef life #bollywoodcoversongs #chefcareer #coversong,53,0,3,0,4,205,1,0,0.49,4030,0,hd,Lifestyle,https://www.youtube.com/shorts/iz6QYWVySLY
gGGIQeXavRc,#cheflife #trending #garhwali #uttrakhandi #pahadilifestyle #viral #video #cooking #india #tehri ,97,0,10,0,2,39,10,0,25.64,30,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gGGIQeXavRc
o_d1Mj42EeE,#chef life# short hote#l ❤️,27,0,5,0,11,155,3,0,1.94,37,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o_d1Mj42EeE
5yqCZSkVkrk,hotel line cooking video chef life  best items butter chicken recipe #youtubeshorts #shorts #viral,98,137,3,0,20,260,2,0,0.77,73,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5yqCZSkVkrk
uA39ACzJeUc,HP chef (26/365 day)(chef life)#food #cooking #love #like #comment #share #subscribe #chef,90,0,13,0,18,373,1,0,0.27,45,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/uA39ACzJeUc
1cOTx4P1nMA,Chef life #sora,15,0,1,0,20,1,1,0,100.0,559,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/1cOTx4P1nMA
_0oS-2iaUeE,Aaj thoda hi kaam tha..👨🏻‍🍳😎 #food #minivlog #cheflife #shortvideo,66,66,9,5,12,115,3,0,2.61,370,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/_0oS-2iaUeE
Q4zs5ufVavc,chef life 👨‍🍳🔪❤️ #ytshorts,26,109,7,0,14,1379,0,1,0.0,121,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Q4zs5ufVavc
DZECCZG4Xts,"chef life 👨‍🍳 #plating, #theartofplating, #chefsofinstagram, #gourmet, #foodart,",80,0,8,0,21,958,3,0,0.31,2390,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DZECCZG4Xts
tYXJht7z8_0,chef Life special kabab🧑‍🍳🧑‍🍳🍔🍕🧑‍🍳 subscribe color hamara News channel hai video like,85,0,11,0,15,335,10,0,2.99,0,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tYXJht7z8_0
V7heon-_Jl8,Chef life 🧑‍🍳🧑‍🍳🔥🔥 #tinder #chefcareer #chefjob #viralshort,59,0,12,0,17,1052,12,0,1.14,152,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/V7heon-_Jl8
_ArC-lJR02g,chef life #food # chefcareer #love #chefjob #chef 👨‍🍳❤️💯,56,0,11,0,13,270,3,0,1.11,29,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/_ArC-lJR02g
hUV5Fsu5PmU,Ultimate 3-in-1 German Brand Automatic Pressure Cooker Set | Review & Unboxing 🇩🇪 #pressurecooker,97,2083,7,9,13,5828,38,1,0.65,332,0,hd,Lifestyle,https://www.youtube.com/shorts/hUV5Fsu5PmU
g1ALYH_cpXQ,Chef Life #hotellife #chefkavideos #travel #tacotuesday chefcooking chef heflife,80,0,4,0,7,430,2,0,0.47,1170,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/g1ALYH_cpXQ
eDIq_B6cN_M,Hibachi at home 🔥 #recipe #dinnner #temu #hibachi #cooking #dinner,66,88,7,0,20,240650,8616,163,3.58,12600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/eDIq_B6cN_M
Wzr7sLfTyP8,Amateur Home Cook Refused to Listen to the Chef and Made Everyone Regret It!,76,346,1,0,11,1044042,36014,335,3.45,17900,0,hd,"Entertainment,Television program",https://www.youtube.com/shorts/Wzr7sLfTyP8
NqVa9PS4qdY,Exhaust Fan for Daily Home Cooking 🍳🌬️#KitchenFan #ExhaustFanReview,67,0,5,0,4,8215,40,0,0.49,80000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NqVa9PS4qdY
COzS-nZynyE,Smoky bacon shrimp & grits at home #cooking #recipe #shrimpandgrits,67,0,4,0,19,133731,2651,56,1.98,75400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/COzS-nZynyE
2Cj9fCND0P0,Pierce Brosnan & Keely Shaye Smith — Luxury Home Cooking Moment #shorts #hollywood #celebrity,93,0,5,0,10,5492,48,0,0.87,73100,0,hd,Lifestyle,https://www.youtube.com/shorts/2Cj9fCND0P0
uvcc-S5PtDA,tuesday home cooking 😍,22,0,1,0,23,23432,37,0,0.16,384,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/uvcc-S5PtDA
I2H0uUyrkdo,"34g of Protein in one simple, home-cooked meal.",47,712,1,0,14,9303,558,5,6.0,5730,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/I2H0uUyrkdo
WODQ8M82nVs,Spicy Pantry | Everyday Spices for Real Home Cooking,52,761,1,0,22,6,0,0,0.0,1,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/WODQ8M82nVs
hDE2MCzV4F0,Best Exhaust Fan for Daily Home Cooking 🍳🌬️#KitchenFan #ExhaustFanReview,72,0,5,0,1,1121,10,0,0.89,80000,0,hd,Lifestyle,https://www.youtube.com/shorts/hDE2MCzV4F0
qGhTpeKpf3I,"for Every Day""#FoodRecipes#QuickRecipes#EasyCooking#HomeCooking#YummyFood#TastyRecipes",86,573,7,0,20,24860,619,1,2.49,6320,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qGhTpeKpf3I
rw8l4XhBlIE,Cheesy Bread pizza bites 😋🤌#shorts #pizzabites #recipe #shortsfeed #trending #viralvideo #homemade,98,0,9,0,8,24156,0,2,0.0,12700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/rw8l4XhBlIE
RlbclttVfWw,Lets Make Beef Burger Patty Simple Home Cooking #viralvideo #trending #beef #burger #food #foodlover,100,0,6,0,12,112,1,0,0.89,32400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/RlbclttVfWw
SfcWiul1I5E,"Croissants stuffed with eggs, cheese and ham 😋 #homecooking #cookingstyle #foodsharing #thaistyle",97,0,5,0,22,40313,340,1,0.84,9520,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SfcWiul1I5E
X8W2-MzBqYk,"for Every Day""#FoodRecipes#QuickRecipes#EasyCooking#HomeCooking#YummyFood#TastyRecipes",86,198,7,0,10,9305,405,1,4.35,6320,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/X8W2-MzBqYk
8u8LX-J6A6w,"for Every Day""#FoodRecipes#QuickRecipes#EasyCooking#HomeCooking#YummyFood#TastyRecipes",86,643,7,0,2,26361,516,0,1.96,6320,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8u8LX-J6A6w
ReRAwdLcMBg,"for Every Day""#FoodRecipes#QuickRecipes#EasyCooking#HomeCooking#YummyFood#TastyRecipes",86,547,7,0,15,8885,158,0,1.78,6320,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ReRAwdLcMBg
2kaEtmKCc2E,Spicy Crab Claws Home Cooking for Food and Drinks I Want to Be Popular,70,70,0,0,2,231,2,0,0.87,9030,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2kaEtmKCc2E
SCtH4hUhbbo,Nothing beats Brunch at home🏡✨ #short #shorts #Mallory,54,238,5,3,2,12461,371,1,2.98,1690,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SCtH4hUhbbo
3Ay36ZenO3I,After church home cooking. #foodie #faith #shorts,49,0,3,0,23,1672,68,2,4.07,2970,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/3Ay36ZenO3I
9nIzx3vDkN4,Hostellers Must try 😋 Ghee Paneer in 60 sec #shorts,51,328,2,18,14,11875,0,13,0.0,872,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9nIzx3vDkN4
gcpfkCvvHfw,Me vs Spicy Gravy… Who Wins? 🌶️🤣”,33,331,6,15,0,8834,27,1,0.31,9700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gcpfkCvvHfw
nGi_HFDnAH8,دیسی اسٹائل چکن مٹر🥔🫛 #cooking #cookingtips #cookingvideo #homecooking #easyrecipes#recipe,90,128,8,4,16,1118,25,5,2.24,38,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/nGi_HFDnAH8
dbN5A1mM5Y4,✨ Experience the Art of Japanese Home Cooking! 🇯🇵🍱,50,1536,5,0,12,1336,13,0,0.97,2020,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/dbN5A1mM5Y4
jgh-mOAU9EI,#Learn to cook with #youtube #FoodTutorial #Home Cooking #Home CookingDish tutorial #viral,90,796,6,0,5,7591,16,0,0.21,445,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jgh-mOAU9EI
4RHggcj59BQ,Xonaki xo’rozdan qaynatma sho’rva#sho’rva#recipe#cooking#foodvlog#homecooking#foodvlog#foodie#recipe,100,0,11,0,10,5950,93,8,1.56,1970,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/4RHggcj59BQ
KeiLgbNaLnI,Katla Fish Masala Curry #shorts #subscribe #katlafish #nanditahomecooking #youtube,82,0,5,0,14,68357,1629,16,2.38,17200,0,hd,"Food,Lifestyle,Pet",https://www.youtube.com/shorts/KeiLgbNaLnI
FUqVEh7udOo,"🥜 your sign to make #homemade #peanutbutter at home! 1 pound dry roasted salted peanuts, 2 tbsp 🍯",97,0,5,0,4,51918,927,5,1.79,80000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/FUqVEh7udOo
RFXvNBaahsw,Quick and New Easy Gajar ka Halwa recipe |Daily home cooking#food#youtubeshorts#cooking#recipe#views,100,0,6,0,13,1484,63,2,4.25,399,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/RFXvNBaahsw
QGi9n9QV-GQ,Thele jaisi choumein ghar pr 🤑🤩 #new #vlog #minivlog #ashortaday #cooking #shorts #lifestyle,92,617,9,0,2,23779,0,17,0.0,33900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QGi9n9QV-GQ
