video_id,title,description,published_at,channel_id,channel_title,category_id,category_name,tags,tag_count,duration_sec,definition,caption,licensed_content,view_count,like_count,comment_count,default_audio_lang,music_info,url,subscriber_count,made_for_kids,views_per_hour,publish_day_of_week
TqVJdWksE-c,asmr COLORFUL LOLLIPOPS  sounds food mukbang,,2026-01-28T11:15:03Z,UCvXgrfVwxVLDWCCIO1mJ1rg,Badu,24,Entertainment,shorts|asmr|eating sounds|mukbang|satisfying,5,11.0,hd,False,True,19572,73,0,en,None detected,https://www.youtube.com/shorts/TqVJdWksE-c,1080000,0,247.84,Wednesday
LvHcgpzZAgs,Food ASMR Which day of the week was the most satisfying? #asmr #mukbang #food#eating#shorts,,2026-01-28T11:11:00Z,UCu1VAmLFEgIbM_32a1kq-NQ,Zxr Tumpa,24,Entertainment,,0,16.0,hd,False,True,12678,53,0,en-IN,None detected,https://www.youtube.com/shorts/LvHcgpzZAgs,35400,0,160.41,Wednesday
g9JB2iSmW94,Indian Chips Chaat ASMR Crispy Crunch,#asmr #foodie #foodlover #chips #chaat,2026-01-28T11:10:08Z,UCTiyiofBf_qxqMiYh2YqpbQ,Dil Se ASMR ,26,Howto & Style,Indian Chips Chaat|Chips Chaat ASMR|Indian Snack ASMR|Crunchy Snack|Street Food India,5,18.0,hd,False,False,22871,0,3,en,None detected,https://www.youtube.com/shorts/g9JB2iSmW94,110,0,289.32,Wednesday
KHr7b7x4jBg,Feeding the Cutest Tiny Orange Baby! Food Art #asmr #funny #satisfying,,2026-01-28T11:00:36Z,UCOFjy4aL5XH_YGM6mNylfFw,BF MOBILE //,22,People & Blogs,,0,11.0,hd,False,False,48913,222,0,en,None detected,https://www.youtube.com/shorts/KHr7b7x4jBg,13700,0,617.51,Wednesday
C8dwHel3x5E,Food ASMR Eating Most Beautiful Desserts in LA #asmr #food #asmreating #mukbang,,2026-01-28T11:00:32Z,UCVDnksFICZ8YPzT1yOrT0Ug,Zxr Anushka ,24,Entertainment,,0,16.0,hd,False,True,585,2,0,en-IN,None detected,https://www.youtube.com/shorts/C8dwHel3x5E,49600,0,7.39,Wednesday
b7NBDa3knmU,Asmr emojifood | @MoonASMR222 |sub💝#shorts #youtubeshorts #kawaii #asmr #food #short #yt,,2026-01-28T10:54:08Z,UCt6HU1WJIMb5kZf1Of63H7w,🍩𝙄𝙩'𝙨 𝙨𝙝𝙧𝙪🍕,24,Entertainment,,0,43.0,hd,False,True,14934,437,3,en,None detected,https://www.youtube.com/shorts/b7NBDa3knmU,643000,0,188.28,Wednesday
tSwIrVahx3w,jelly momo satisfying ASMR #shortsfeed #satisfyling #asmr #food #asmrshorts #youtubeshorts,jelly momo satisfying ASMR #shortsfeed #satisfyling #asmr #food #asmrshorts #youtubeshorts,2026-01-28T10:51:15Z,UCPxNm1a8pZbwD5XEYH-fpZQ,asmrbykrish,24,Entertainment,asmr momos|momo ayase asmr|ppomo asmr|asmr momos eating|asmr eating momos|momos asmr eating|momos eating asmr|momos asmr mukbang|momos eating challenge asmr|momo ayase|asmr|momo|ayase momo|momos|asmr rp|momo ayase cosplay|dandadan momo ayase|asmr food|jhol momo|food asmr|pork momo|asmr community|momos mukbang|momos eat|100 momos|funny asmr|asmr funny|asmr alien|asmr ghost|asmr spicy|asmr sleep|asmr video|asmr sound|spice asmr,34,8.0,hd,False,False,174,0,0,en-US,None detected,https://www.youtube.com/shorts/tSwIrVahx3w,36,0,2.19,Wednesday
HGJI0sDmSng,ASMR Burger 🍔 #BurgerASMR #ASMR #FoodASMR #Shorts #Juicy,"Burger ASMR 🍔
Juicy bites and crunchy sounds.
Like & subscribe for more ASMR!",2026-01-28T10:49:44Z,UCquIUFghF6SsMTaYz5IoYmg,ASMR777,22,People & Blogs,burger asmr|asmr eating|food asmr|juicy burger|crunchy burger|eating sounds|satisfying food|oddly satisfying|relaxing asmr|asmr shorts|youtube shorts|viral shorts,12,6.0,hd,False,False,2323,7,0,en,None detected,https://www.youtube.com/shorts/HGJI0sDmSng,10,0,29.26,Wednesday
xTEd6ZFHWog,Mini Workers Cooking Giant Food Like a Factory #asmr #food,"What if tiny construction workers secretly prepared your food?
#miniworkers #giantfood #miniatureworld #satisfying #foodfactory #creativevideo #tinychefs #viralshorts",2026-01-28T10:50:15Z,UCT8L3JU41IG3DRWQR4uVyyA,Mini Workers Studio,24,Entertainment,"mini workers, tiny people, giant food, miniature world, food factory, satisfying video, macro cooking, tiny chefs, creative food, viral shorts",1,7.0,hd,False,False,4,0,0,en,None detected,https://www.youtube.com/shorts/xTEd6ZFHWog,35,0,0.05,Wednesday
3WJ5DjpADoA,‎Gaint bento pack for picnic outing 🍱 #shorts #asmr #food #asmrfood #aesthetic  #cooking‎‎‎,,2026-01-28T10:45:20Z,UCMnzj_R4By66caDTenO2ClA,cookify,26,Howto & Style,,0,37.0,hd,False,True,10473,964,5,en,None detected,https://www.youtube.com/shorts/3WJ5DjpADoA,8490,0,131.79,Wednesday
ch7AhwlT2wg,Food ASMR Eating a Gummy Hand and other snacks!,,2026-01-28T10:45:06Z,UCH_wl-HPQ7pDabMJ1PT0YCQ,ZXR Funny Disha,24,Entertainment,,0,16.0,hd,False,False,13211,68,0,en-IN,None detected,https://www.youtube.com/shorts/ch7AhwlT2wg,14600,0,166.24,Wednesday
XEjkujUtB4w,Eat hot pot with me🥢 #asmr #food #asmrfood #cooking #lunch #shorts #staisfying,,2026-01-28T10:44:40Z,UCyTH1UOnaQtDLEy4cwYvrkQ,Caya,22,People & Blogs,,0,36.0,hd,False,False,88761,3862,20,en,None detected,https://www.youtube.com/shorts/XEjkujUtB4w,214000,0,1116.83,Wednesday
U-3Rr3UIo9g,ASMR AMERICA'S 🍊🍊ORIGINAL DUBBLE BUBBLE GUM (3 FRUIT FLAVORS) AND EATING...part3,,2026-01-28T10:42:05Z,UCduupz9r7GtELYca__x62vg,Zxr Srija,24,Entertainment,,0,16.0,hd,False,True,19528,95,0,en,None detected,https://www.youtube.com/shorts/U-3Rr3UIo9g,25500,0,245.58,Wednesday
iD2U8pxW4m0,🍓🍡🍒🍉Food ASMR Eating a Gummy Hand and other snacks! #funny,,2026-01-28T10:37:20Z,UCIWqYWyeFxaSWs1JkGbHZfA,queen priti ,24,Entertainment,,0,11.0,hd,False,True,39472,152,1,en,None detected,https://www.youtube.com/shorts/iD2U8pxW4m0,53500,0,495.89,Wednesday
-TFIzwJHMXs,#kitchen #food #asmr,,2026-01-28T10:30:00Z,UCjLUT3isG-kCDClI_hm0vVQ,Kitchen Vibe,22,People & Blogs,,0,40.0,hd,False,False,380,0,0,en,None detected,https://www.youtube.com/shorts/-TFIzwJHMXs,0,0,4.77,Wednesday
luNj56EFP6I,Juicy Beef Leg Cutting ASMR | Watch Till End! 🤤😋 #foodasmr #food #foodnerd #foodblogger #meatlovers,"Experience the ultimate foodie ASMR with a whole juicy beef leg! Watch as the perfectly roasted meat is cut, revealing tender, soft, and flavorful slices. Bone slightly exposed, full cinematic close-up, with immersive natural sounds of slicing, meat tearing, and sizzling juices. Perfect for all meat lovers and ASMR fans. 9:16 vertical, ultra-HD, no voiceover, mouth-watering realism. Don’t miss this drool-worthy experience!
Hashtags:
#BeefCutting #ASMRFood #FoodPorn #JuicyBeef #MeatLovers #CinematicFood #FoodieShorts #9to16Video #UltraHDFood #Mouthwatering #WatchTillEnd #FoodASMR #DroolWorthy #ShortsViral #RealisticFood",2026-01-28T10:27:46Z,UCTOUuJxISaZ9gUn_PIUDlGQ,Crispy foods🤤,22,People & Blogs,,0,9.0,hd,False,False,28550,118,0,en,None detected,https://www.youtube.com/shorts/luNj56EFP6I,769,0,357.96,Wednesday
_AzfxQD3DKg,Chocolate Asmr #shorts,#chocolate #asmr #mukbang #dessert #viralfood,2026-01-28T10:25:00Z,UC7zOADgvl2mTZ4BSkZY9XTA,Yummy Journey 야미저니,22,People & Blogs,,0,10.0,hd,False,True,101169,589,0,en-US,None detected,https://www.youtube.com/shorts/_AzfxQD3DKg,181000,0,1267.72,Wednesday
zP9zblz4Dvc,Eat Coca-Cola #asmr #eatingasmr #eatingsounds #foodasmr #food #relaxing #eatingshow,AI or real ?,2026-01-28T10:24:13Z,UCYxtuL-BdQN539YwZjBgPmA,Mr.Sun_,22,People & Blogs,,0,9.0,hd,False,False,2940,17,1,en,None detected,https://www.youtube.com/shorts/zP9zblz4Dvc,15,0,36.83,Wednesday
hHXE1KbaGY8,#youtubeshorts #ytshorts #asmr #food #foodie #viral #viralshorts,,2026-01-28T10:22:52Z,UCNJcsqFaUzuFwaD8WEOfOTQ,Drew's ASMR,22,People & Blogs,,0,9.0,hd,False,False,1917,0,0,en,None detected,https://www.youtube.com/shorts/hHXE1KbaGY8,19,0,24.01,Wednesday
htLrbHK0WS4,"🐷mukbang asmr🐷 Braised Pork Belly | ASMR ""big bite"" MUKBANG","Braised Pork Thigh | ASMR ""big bite"" MUKBANG",2026-01-28T10:21:04Z,UCGkX-yBWQSRTn592yr9nXRg,Lixiao Eat Eat,22,People & Blogs,,0,43.0,hd,False,True,22094,428,0,en,None detected,https://www.youtube.com/shorts/htLrbHK0WS4,48700,0,276.63,Wednesday
XoS8dau8IFk,Giant Franch Food ASMR #mukbang #asmr #asmrsounds #viral,,2026-01-28T10:11:40Z,UCDbMiD9V8czA-eepHNmnIwA,LukeDidThat Shorts ,22,People & Blogs,,0,34.0,hd,False,False,15600,82,0,en,None detected,https://www.youtube.com/shorts/XoS8dau8IFk,4370,0,194.94,Wednesday
F8SJ3I1cexw,ASMR Cooking & Eating Compilation #cooking #asmr #chickenlegpiece #shorts #shortvideo,ASMR Cooking & Eating Compilation #cooking #asmr #chickenlegpiece #shorts #shortvideo,2026-01-28T10:08:04Z,UCFtwPu1qnr44ViOm77dUQLg,Cooking Asmr,24,Entertainment,,0,21.0,hd,False,False,5101,64,0,en-US,None detected,https://www.youtube.com/shorts/F8SJ3I1cexw,6260,0,63.69,Wednesday
16t4AVoY6hE,Satisfying video ever 😨#ASMR #FoodASMR #Satisfying #Shorts #AI,"Satisfying video ever 😨

#ASMR #FoodASMR #Satisfying #Shorts #AI

THIS VIDEO IS ONLY FOR ENTERTAINMENT NOT FOR ANY PURPOSE AND WATCH VIDEO AND ENJOY 🙏

satisfying video tiger

satisfying video for sleep

satisfying video asmr

satisfying video to make you sleep

satisfying video slime

satisfying video ai

satisfying video compilation

satisfying video cleaning

satisfaction animals video.

kids videos",2026-01-28T10:08:48Z,UCS5pHEpoX6idMPer0ZNf9ZA,Satisfyingsllicesfun,24,Entertainment,Satisfying video ever 😨|kids videos|satisfaction animals video|satisfaction tiger,4,11.0,hd,False,False,7,2,0,en,None detected,https://www.youtube.com/shorts/16t4AVoY6hE,6,1,0.09,Wednesday
sKs_5hVg77A,THIS DOESN’T TASTE LIKE IT LOOKS 😳 #asmr # food,,2026-01-28T10:08:02Z,UCiIKYUzBuhF2dPx7n149E7g,Asya,22,People & Blogs,,0,19.0,hd,False,False,44629,250,2,en,None detected,https://www.youtube.com/shorts/sKs_5hVg77A,269,0,557.26,Wednesday
poR53VsdkXo,Yummy 😋 #pets #food #asmr #mukbang,,2026-01-28T10:06:59Z,UCai9O2T8Y_okdNmvhQFQg-g,Yummy 😋 ,24,Entertainment,,0,55.0,hd,False,False,140522,1660,17,en,None detected,https://www.youtube.com/shorts/poR53VsdkXo,86200,0,1754.24,Wednesday
LfNelNJigUY,Make Lunch box with me #food #asmr #lunchbox #bento,,2026-01-28T10:05:49Z,UC7q2e5QfLOzR0u0gdLD4t3A,Bento Cafe,24,Entertainment,,0,58.0,hd,False,True,28111,2021,13,en-US,None detected,https://www.youtube.com/shorts/LfNelNJigUY,267000,0,350.85,Wednesday
db-KGqjf2ZE,AriZona green tea #asmr #food #yum #drink,,2026-01-28T10:00:58Z,UCLIgL2xITVsDEKvXgdazCvQ,Food ASMR!,26,Howto & Style,,0,20.0,hd,False,False,1305,7,0,en,None detected,https://www.youtube.com/shorts/db-KGqjf2ZE,64,0,16.27,Wednesday
kBSFOKjawCg,"ASMR Convenient to eat two-dimensional snacks, children's food 🍦🍧🍰🍬 #snacks #candy #sweet #fun","The content is purely fictional, minors are not allowed to imitate. No bad guidance
Welcome to ”Guozi Loves Snacks Original”.

🎈In this unique channel, I am the super cute original 2D foodie. I unbox various 2D-style snacks, those snacks with cute packaging and novel and unique flavors, and share the surprise of every bite with everyone. Whether it is sweet candy or crispy biscuits, each snack seems to have the dreamy color of the 2D world.

The videos have obtained the authorization of the creators in mainland China and strictly abide by the platform regulations.

🌟If you are also attracted by food, don't hesitate! Hurry up and subscribe to the channel🔔, click the little bell, and the new video will be pushed to you as soon as it is online. I am looking forward to interacting with everyone in the comment area, listening to your thoughts on 2D food, and sharing your private food list and valuable suggestions💖!",2026-01-28T10:01:08Z,UCPOSFvogf6ewH7c3QMO4jCQ,Second Dimension Food,22,People & Blogs,original 2D food|2D food sharing|anime food reproduction|Naruto ramen|2D snack unboxing|cute snack packaging|novel snack flavors|2D candy|2D biscuits|anime food|authorized by mainland China,11,21.0,hd,False,True,43448,207,1,en,None detected,https://www.youtube.com/shorts/kBSFOKjawCg,82000,0,541.73,Wednesday
DNNUzwG8dKQ,ASMR Mukbang 🔊 | Super Crunchy Eating Sounds + Icy Sips 🧊😋,"Subscribe to my channel:https://www.youtube.com/channel/UCGwiPwtI2_LlWbyBTQdYL8g/?sub_confirmation=1
Welcome to my channel! 💕👍
Enjoy ASMR food & drink mukbang with crunchy eating sounds, chewy mouth sounds, and satisfying sips 🔊😋
Today’s video features dessert ASMR: cake / mochi / crepe cake / chocolate — relaxing, funny, and super satisfying!

🌍 Great for: sleep, stress relief, study focus, and tingles (no talking / minimal talking).
If you love dessert mukbang, eating ASMR, food sounds, and satisfying chewing, you’re in the right place ❤️

✅ Like 👍 | Comment 💬 | Share 🔁 | Subscribe ❤️

Thanks for watching! If you enjoyed it, please like, share, and comment!

#asmr #asmrfood #asmreating #eatingsounds #foodsounds #mukbang #dessertasmr #asmrdessert #asmrcake #asmrmochi #crepecake #asmrchocolate
#먹방 #디저트먹방 #음식소리 #ムクバン #音フェチ #กินโชว์ #เสียงเคี้ยว #мукбанг #асмреда #أصوات_الأكل #حلويات_ASMR

ASMR eating sounds, crunchy eating sounds, chewy mouth sounds, satisfying chewing sounds, dessert asmr mukbang, cake asmr, mochi asmr, crepe cake asmr, chocolate asmr, no talking asmr, relaxing food sounds, sleep asmr, study asmr, stress relief asmr, tingle sounds, satisfying sips, drinking sounds asmr, mukbang dessert video, food & drink asmr",2026-01-28T10:00:00Z,UCGwiPwtI2_LlWbyBTQdYL8g,Addie Edwards,24,Entertainment,asmr eat|asmr eating challenge|asmr chocolate|asmr food eating|emoji eating challenge|food asmr|asmr mukbang|asmr food|mukbang asmr|eating asmr|khane wala|eating|eating challenge|asm reating|mukbang|asmrmukbang,16,60.0,hd,False,True,15392,572,14,en,None detected,https://www.youtube.com/shorts/DNNUzwG8dKQ,389000,0,191.87,Wednesday
wgKjwL227dQ,‎A special lunch surprise for my sister #food #asmr #bentobox #asmrfood #shorts #satisfing,,2026-01-28T09:59:38Z,UCMnzj_R4By66caDTenO2ClA,cookify,26,Howto & Style,,0,59.0,hd,False,True,6900,925,3,en,None detected,https://www.youtube.com/shorts/wgKjwL227dQ,8490,0,86.01,Wednesday
12Xa10c1klY,Instant Bread Dessert ASMR Cooking #shorts #asmr #recipe #indian #cooking #crunchytreats #sweetdish,Instant Bread Dessert ASMR Cooking #shorts #asmr #recipe #indian #cooking #crunchytreats #sweetdish,2026-01-28T09:47:00Z,UChKpzsAGpmLx0-3O3ObDZKw,Crunchy Treats,22,People & Blogs,,0,34.0,hd,False,True,173386,3410,6,en,None detected,https://www.youtube.com/shorts/12Xa10c1klY,2070000,0,2155.54,Wednesday
sFjwdHKk8eY,Strawberry 🍓 organic juice natural refresh#asmr #drink,,2026-01-28T09:44:38Z,UCgy_Q0uy4abmXlgL2KZDKKg,yamy foodi🍔,22,People & Blogs,,0,25.0,hd,False,False,22550,294,3,en,None detected,https://www.youtube.com/shorts/sFjwdHKk8eY,56000,0,280.21,Wednesday
KHq1NmoK-hc,🎌Japan Shushi🍣 #food #shushil #asmr,,2026-01-28T09:30:07Z,UCmbAAq8tnqSiD0Gr-P1KxWQ,easydad,24,Entertainment,,0,19.0,hd,False,False,777,7,0,en-US,None detected,https://www.youtube.com/shorts/KHq1NmoK-hc,18100,0,9.63,Wednesday
9MRUKYgLDt8,ASMR | Eating the GOOD LUCK Katsu Chocolate 🍀 #DoctorTristanPeh #ASMR #TirolChoco #MouthSounds,"ASMR | Satisfying Chocolate & Candy Chewing Sounds 🍫🎧
Relax and enjoy the most satisfying chewing sounds with delicious chocolates and sweets from around the world. Feel the crunch, the melt, and the tingle—perfect for sleep, study, or just chilling. 🍬😌

🎥 Watch More Satisfying ASMR
✨ Latest Videos: https://www.youtube.com/playlist?list=PLPQLGcT9E-J2gNGPf3ZQYCAI_5fKCSIzF
🎞️ Top Compilations: https://www.youtube.com/playlist?list=PLPQLGcT9E-J2LxIELY8gNHUKxKAUmEeK5

📱 Follow Doctor Tristan Peh for Daily Content
🎵 TikTok      : https://www.tiktok.com/@doctortristanpeh
📸 Instagram: https://www.instagram.com/doctortristanpeh
📘 Facebook : https://www.facebook.com/doctortristanpeh

🔥 Subscribe for Daily ASMR Videos
📌 https://www.youtube.com/@doctortristanpeh
💬 Tell us your favorite candy in the comments!
🔔 Turn on the bell so you never miss a drop!

#ASMR #DoctorTristanPeh #Satisfying",2026-01-28T09:25:54Z,UC5NDs9I26-lRf-YfKRw0fEw,Doctor Tristan Peh,24,Entertainment,Doctor Tristan Peh|Dental Digest|Disclosing Tablets|Disclosing Time|Brushing Time|YouTube Shorts|Shorts|Toothbrush|Toothpaste|Brush Teeth|Dentist|Dental|Dental Tips|Tik Tok Dentist|Soft Toothbrush|its disclosing time|its brushing time|Disclosing Tablet|ASMR|ASMR Sounds|ASMR eating|satisfying|Chocolate|Gum|Candy|Chewing Sound|Gummies|Relaxing|ASMR Tingles|Foodie|Candy Crush|Chewing Gum|Mouthwatering|Chocolate Lovers|Yummy|Tasty|ASMRtist|compilation|viral,39,8.0,hd,False,True,15572,43,0,en-US,None detected,https://www.youtube.com/shorts/9MRUKYgLDt8,6490000,0,192.75,Wednesday
dBHBpCSKN80,#food #asmr #indonesia #japan #mexico #ai #pakistan #islam #mukbang #eating #mcdonalds #china #funny,,2026-01-28T09:24:01Z,UCCZ-8GouVEgKtpSH3kBD8xQ,Bear Squad Team!,22,People & Blogs,,0,10.0,hd,False,False,14,0,0,en,None detected,https://www.youtube.com/shorts/dBHBpCSKN80,24,0,0.17,Wednesday
orXpUEWwv54,Food ASMR What day is the most satisfying?😜😇,,2026-01-28T09:10:48Z,UCR6Ta1Pz16TkBnSObvVkbSQ,Patra Official,24,Entertainment,,0,16.0,hd,False,True,19731,94,0,en-IN,None detected,https://www.youtube.com/shorts/orXpUEWwv54,366000,0,243.47,Wednesday
lACrpZAUaW4,EAT or SKIP? 🧇🧀 Cheesy Waffle Sandwich 🔥| Satisfying Food ASMR #shorts  #asmr,"Would you eat or skip this cheesy waffle sandwich? 🧇
Made with a burger bun pressed in a waffle iron and filled with cheddar & mozzarella cheese🧀

Super crispy on the outside and ultra cheesy on the inside 🤤
Perfect for cheese lovers!

👉 Like, comment & Subscribe for more satisfying food ASMR

TikTok: @yummies.creative
Instagram: @yummies.creative",2026-01-28T09:01:05Z,UChB7jxxam_Imc1aZR95_I1Q,Yummies Creative | Food ASMR,22,People & Blogs,asmr|food asmr|satisfying food|cheesy sandwich|waffle sandwich|cheese asmr|melted cheese|cheddar cheese|mozzarella cheese|burger bun|waffle iron recipe|easy snack|viral food|crunchy food|asmr shorts|food shorts|satisfying asmr|eat or skip|sandwich,19,10.0,hd,False,False,2349,16,10,en,None detected,https://www.youtube.com/shorts/lACrpZAUaW4,276,0,28.93,Wednesday
MxA0r8bZm9c,Next level satisfaction 💯🍞 #satisfying #trending #ai #asmr,#satisfying #trending #bread #spread #asmr #redbull,2026-01-28T08:57:39Z,UC3RSvt9on3PrPmOAoMGv4IA,The Toast Theory ,22,People & Blogs,,0,9.0,hd,False,False,1828,20,0,en,None detected,https://www.youtube.com/shorts/MxA0r8bZm9c,61,0,22.5,Wednesday
yvHOhHNz9YM,Aloo Soyabean With Puri ASMR Cooking #shorts #asmr #recipe #crunchytreats #streetfood #food,Aloo Soyabean With Puri ASMR Cooking #shorts #asmr #recipe #crunchytreats #streetfood #food,2026-01-28T08:42:50Z,UCsrYaSGFiP4sdPAGNeWVxCA,Suman Kumari 888,22,People & Blogs,cooking food,1,51.0,hd,False,False,1302,14,2,en,None detected,https://www.youtube.com/shorts/yvHOhHNz9YM,13,0,15.97,Wednesday
VQDQvAzDU4c,Food ASMR Eating a Hand gummy and other s...,,2026-01-28T08:43:44Z,UCve_rE9iSNpHDQ-DKfzSi5g,GENIUS MANI 03,24,Entertainment,,0,16.0,hd,False,False,8021,26,0,en-IN,None detected,https://www.youtube.com/shorts/VQDQvAzDU4c,21500,0,98.43,Wednesday
Ll_-iBw90yk,Extreme Beef Leg Cutting ASMR | Real Knife Sounds 🔥 #foodasmr #food #stickmeat #mincedmeat #meatglue,"A massive beef leg is lifted straight from hot oil and placed on the table. Only hands are visible. The leg is held upright and slowly cut with a sharp knife. No talking, no music — just pure ASMR sounds of cutting, slicing, and texture. Realistic visuals, HD quality, satisfying knife sounds, and raw food ASMR for true meat lovers. Watch till the end for the perfect cut.
Hashtags
#BeefASMR #MeatCutting #KnifeASMR #FoodASMR #SatisfyingCuts #BeefLeg #NoTalking #ASMRSounds #FoodShorts #ViralASMR",2026-01-28T08:40:54Z,UCTOUuJxISaZ9gUn_PIUDlGQ,Crispy foods🤤,22,People & Blogs,,0,9.0,hd,False,False,31325,122,3,en,None detected,https://www.youtube.com/shorts/Ll_-iBw90yk,769,0,384.17,Wednesday
WXFZ3kfmf9k,Food ASMR What day is the most satisfying?😭😂🤣🐩#funny #shorts,Food ASMR What day is the most satisfying?😭😂🤣🐩#funny #shorts,2026-01-28T08:30:11Z,UC6oWr5EA7SiSOTZI8tSw-UA,it's Dipannita ,23,Comedy,,0,16.0,hd,False,True,10911,47,0,en,None detected,https://www.youtube.com/shorts/WXFZ3kfmf9k,189000,0,133.52,Wednesday
MRwf0-CZOnE,Food ASMR Eating a Gummy Hand and other snacks #shorts 🖐️🖐️🖐️🤪🤪🤪 #7178,,2026-01-28T08:30:11Z,UC1Q-ItLEKUhDNUJAWnhVBCw,GM shorts king,24,Entertainment,,0,16.0,hd,False,True,21311,72,1,en-IN,None detected,https://www.youtube.com/shorts/MRwf0-CZOnE,56600,0,260.79,Wednesday
0EikPXoCA9c,"ASMR Convenient to eat two-dimensional snacks, children's food 🍦🍧🍰🍬 #snacks #candy #sweet #fun","The content is purely fictional, minors are not allowed to imitate. No bad guidance
Welcome to ”Guozi Loves Snacks Original”.

🎈In this unique channel, I am the super cute original 2D foodie. I unbox various 2D-style snacks, those snacks with cute packaging and novel and unique flavors, and share the surprise of every bite with everyone. Whether it is sweet candy or crispy biscuits, each snack seems to have the dreamy color of the 2D world.

The videos have obtained the authorization of the creators in mainland China and strictly abide by the platform regulations.

🌟If you are also attracted by food, don't hesitate! Hurry up and subscribe to the channel🔔, click the little bell, and the new video will be pushed to you as soon as it is online. I am looking forward to interacting with everyone in the comment area, listening to your thoughts on 2D food, and sharing your private food list and valuable suggestions💖!",2026-01-28T08:30:00Z,UCPOSFvogf6ewH7c3QMO4jCQ,Second Dimension Food,22,People & Blogs,original 2D food|2D food sharing|anime food reproduction|Naruto ramen|2D snack unboxing|cute snack packaging|novel snack flavors|2D candy|2D biscuits|anime food|authorized by mainland China,11,19.0,hd,False,True,31222,141,0,en,None detected,https://www.youtube.com/shorts/0EikPXoCA9c,82000,0,382.06,Wednesday
OebyUs65I5E,Paratha Vs Bruschetta😁😁...#food #cooking #shorts #ytshorts #recipe #asmr #recipe #viral #trending,,2026-01-28T08:14:08Z,UCwxZUE_yECo3MIpJ8Irns1w,Pakshala,22,People & Blogs,,0,41.0,hd,False,True,20780,57,0,en-IN,None detected,https://www.youtube.com/shorts/OebyUs65I5E,31400,0,253.46,Wednesday
kkpZKmPshYc,Food ASMR Eating sh63 a Gummy Hand and other snacks!,,2026-01-28T08:05:01Z,UC4G1ZDDuL4ypCdYCjbkNbJQ,Family Love vlogger,22,People & Blogs,,0,9.0,hd,False,True,10363,41,0,en,None detected,https://www.youtube.com/shorts/kkpZKmPshYc,79200,0,126.17,Wednesday
TZsESJDvtsc,Everyone in Korea is OBSESSED with this VIRAL Dubai Chewy Cookie 🧆,"This time we tried a really viral Dubai Chewy Cookie from Korea. We weren't able to find it here so we made it home made. This viral dessert is made out of pistachio filling with kataifi, which is a Mediterranean and Middle Eastern shredded pastry dough, and we covered it with melted marshmallow mixed with cocoa powder & dry milk.

We loved the crunchy texture and sweet pistachio filling!

SUBSCRIBE for more SoSo Adventures & Japan food reviews!

#SoSoAdventures #shorts #korea  #koreanfood #asmr",2026-01-28T08:01:15Z,UC9kzmAH8TlUhCJhHjTENDOg,SoSo Adventures,19,Travel & Events,asmr|dubaichocolate|korea|koreanfood|shorts|sosoadventures|dubaichewycookie|asmrfood|satisfying|eatingasmr,10,18.0,hd,False,False,5672,108,9,en,None detected,https://www.youtube.com/shorts/TZsESJDvtsc,675,0,69.0,Wednesday
0V7YevzGs74,Eating by emoji🫐🫐🫐CR: sunny eating #ASMR #ASMRsounds #ASMRcommunity #ASMRtriggers #ASMRtingles,"#ASMR
#ASMRsounds
#ASMRcommunity
#ASMRtriggers
#ASMRtingles
#ASMRvideos
#ASMRrelax
#oddlysatisfying
#relaxingvideos
#shorts
#FYP",2026-01-28T07:56:47Z,UC3ndPgGVCXRZeZxQsUMN1Bg,𝑨𝑺𝑴𝑹 𝒁𝒆𝒂 ,22,People & Blogs,,0,59.0,hd,False,True,25303,714,9,en,None detected,https://www.youtube.com/shorts/0V7YevzGs74,297000,0,307.54,Wednesday
iuOas3mqQKw,🍡Cocoa&Cereal #asmr#drink#cocoa#viral#trending#foryou#fypシ゚viral#recipe#aesthetic#homebarista,,2026-01-28T07:49:10Z,UCvTA1roKXlSmHgsfkKIf_4Q,Candy Shop1M,22,People & Blogs,,0,28.0,hd,False,False,4879,37,0,en,None detected,https://www.youtube.com/shorts/iuOas3mqQKw,241,0,59.21,Wednesday
NCgbJ491f9k,SEAFOOD SNAIL #asmr #food,"SEAFOOD SNAIL #asmr #food🔥 New Video! You Won't Believe This Taste Test!
Welcome to our latest video! We took on a fun challenge and did an incredible TasteTest as we said LetsTry to this ExoticCuisine challenge!
Whether you love excitement, strange trends, or just some intense SpicyFood, this video has something for everyone!
Check out this quick Shorts for a satisfying ASMR and FoodASMR experience. This might be the next big ViralFood or StreetFood trend!
Like this video, Share it with your friends, and don't forget to Subscribe so you don't miss our next adventure! 👇
Versatile & High-Traffic Hashtags:
#SpicyFood #ExoticCuisine #TasteTest #LetsTry #Shorts #ASMR #FoodASMR #StreetFood #ViralFood #Challenge #Vlog #Trending",2026-01-28T07:47:16Z,UCdw4k7wa3V963Rqyb58_mdw,Savoring China ,22,People & Blogs,,0,42.0,hd,False,True,981,5,0,en-IN,None detected,https://www.youtube.com/shorts/NCgbJ491f9k,77700,0,11.9,Wednesday
